BioWare Version 5.3.2.9 Export,,,
Device:,Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901)
0.054,-3.600084,-2.422412,709.269951
0.055,-3.760895,-2.342482,709.277161
0.056,-3.961428,-2.142372,710.064377
0.057,-3.680901,-2.34244,709.918556
0.058,-3.681176,-2.102459,709.91626
0.059,-3.841163,-2.062399,711.024628
0.06,-3.881435,-2.262467,711.352875
0.061,-4.162785,-2.022382,709.610184
0.062,-4.283598,-2.142456,710.402634
0.063,-4.403589,-2.06242,710.73233
0.064,-4.282775,-1.902433,711.207733
0.065,-4.403589,-1.742404,712.787491
0.066,-4.765207,-1.82246,711.527748
0.067,-4.685488,-1.622392,711.218224
0.068,-4.926018,-1.942493,712.802773
0.069,-4.885472,-1.822397,712.33532
0.07,-5.086554,-1.782401,712.338921
0.071,-4.967112,-1.502401,711.858284
0.072,-5.287087,-1.542357,712.034843
0.073,-5.087103,-1.462384,712.977188
0.074,-5.328182,-1.582395,712.511688
0.075,-5.568712,-1.542398,712.036156
0.076,-5.649529,-1.422387,712.517105
0.077,-5.528989,-1.622371,713.788162
0.078,-5.448172,-1.38237,712.207085
0.079,-5.608983,-1.342309,713.158493
0.08,-5.890333,-1.342309,712.375725
0.081,-5.770068,-1.542357,712.223015
0.082,-6.050869,-1.702407,712.859116
0.083,-6.171408,-1.302312,712.537941
0.084,-6.131686,-1.38237,712.543221
0.085,-6.292771,-1.382348,713.330391
0.086,-6.211954,-1.182301,712.390823
0.087,-6.451935,-1.462363,712.227928
0.088,-6.371942,-1.34233,712.393776
0.089,-6.492481,-1.302355,711.765877
0.09,-6.653292,-1.422324,711.932404
0.091,-6.773008,-1.222256,712.079185
0.092,-6.813004,-1.342309,712.399864
0.093,-6.854099,-1.422303,712.250618
0.094,-6.813828,-1.502381,712.247818
0.095,-6.934093,-1.382285,712.092651
0.096,-6.974913,-1.34233,712.725502
0.097,-7.175446,-1.382243,713.363396
0.098,-6.974364,-1.342267,712.411674
0.099,-7.17572,-1.502318,712.735977
0.1,-7.25544,-1.382264,711.630936
0.101,-7.135449,-1.422261,711.316971
0.102,-7.37543,-1.702323,711.318802
0.103,-7.256537,-1.742278,711.947845
0.104,-7.296534,-1.542251,711.320717
0.105,-7.456247,-1.542315,712.74633
0.106,-7.456247,-1.662305,710.691994
0.107,-7.617607,-1.502254,710.22007
0.108,-7.495969,-1.542357,710.533211
0.109,-7.657055,-1.782338,711.007904
0.11,-7.577335,-1.382306,711.335846
0.111,-7.737872,-1.542315,710.851097
0.112,-7.697875,-1.462279,711.656364
0.113,-7.617881,-1.222256,710.703323
0.114,-7.817865,-1.462321,709.598419
0.115,-7.898133,-1.502276,710.862114
0.116,-7.818689,-1.1422,710.711044
0.117,-7.657878,-1.422282,710.072624
0.118,-7.818689,-1.14222,710.07608
0.119,-7.73842,-1.022209,710.706116
0.12,-7.697875,-1.182217,710.243744
0.121,-7.85896,-1.062248,709.125679
0.122,-7.858411,-0.942236,708.969193
0.123,-7.778692,-1.342267,708.808289
0.124,-7.858685,-0.822204,709.602684
0.125,-7.898682,-0.782165,708.499405
0.126,-8.019496,-0.982254,708.815826
0.127,-7.898682,-1.062311,707.2379
0.128,-8.180032,-0.902282,707.866913
0.129,-8.180032,-0.94232,707.710434
0.13,-8.098941,-0.862305,707.711563
0.131,-8.019771,-0.902219,707.711456
0.132,-8.21948,-0.782186,706.757248
0.133,-8.098941,-0.902219,706.917824
0.134,-8.299748,-1.02223,705.17878
0.135,-8.179209,-1.102245,706.923248
0.136,-8.018673,-0.982191,706.757904
0.137,-8.09949,-0.822246,706.913078
0.138,-7.938954,-0.822246,707.074989
0.139,-8.138938,-0.98217,705.963829
0.14,-7.778417,-0.982275,705.809959
0.141,-7.737872,-1.062248,705.646408
0.142,-7.777868,-0.982275,705.650696
0.143,-7.737597,-0.942153,704.85923
0.144,-7.6976,-1.142262,704.376137
0.145,-7.496518,-1.102223,704.8535
0.146,-7.495969,-0.902156,704.219994
0.147,-7.616509,-0.902261,703.585388
0.148,-7.455973,-0.982254,702.790459
0.149,-7.494872,-0.902323,703.425735
0.15,-7.455973,-0.74221,702.785706
0.151,-7.455698,-0.902239,703.568283
0.152,-7.495969,-0.822267,702.630051
0.153,-7.37543,-0.662216,703.418709
0.154,-7.415427,-0.822246,702.941193
0.155,-7.374881,-0.702213,703.09539
0.156,-7.335708,-0.822288,702.463196
0.157,-7.295436,-0.702318,702.299652
0.158,-7.134077,-0.702255,703.092087
0.159,-6.933544,-0.782249,702.612129
0.16,-6.773556,-0.50225,702.457954
0.161,-6.972717,-0.902323,702.132851
0.162,-6.611099,-0.702318,701.500305
0.163,-6.652468,-0.822351,702.451515
0.164,-6.371393,-0.302245,701.656654
0.165,-6.411938,-0.50225,702.922173
0.166,-6.490834,-0.622324,702.917526
0.167,-6.330847,-0.582286,701.338593
0.168,-5.968405,-0.742378,702.602585
0.169,-6.130588,-0.742294,701.966827
0.17,-5.929506,-0.702424,704.025421
0.171,-5.769519,-0.382323,702.127594
0.172,-5.890333,-0.742399,702.280624
0.173,-5.648705,-0.502334,704.34137
0.174,-5.687879,-0.822351,704.808022
0.175,-5.527342,-0.58237,703.701622
0.176,-5.527617,-0.422361,703.383575
0.177,-5.40598,-0.34241,704.172714
0.178,-5.487346,-0.382343,703.860916
0.179,-5.326809,-0.702402,704.961555
0.18,-5.367081,-0.382386,705.115074
0.181,-5.447349,-0.542352,703.370583
0.182,-5.045459,-0.582391,703.698189
0.183,-5.246267,-0.382386,702.744812
0.184,-5.125727,-0.462421,705.277969
0.185,-5.005462,-0.462421,705.115082
0.186,-5.005462,-0.342431,704.485542
0.187,-5.085731,-0.382407,704.642838
0.188,-5.045734,-0.382407,705.908997
0.189,-4.723838,-0.542457,706.063858
0.19,-4.804381,-0.382533,705.750717
0.191,-4.724936,-0.262437,706.38356
0.192,-4.644119,-0.342473,706.225266
0.193,-4.5644,-0.062348,707.497833
0.194,-4.523305,-0.262395,706.540855
0.195,-4.36222,-0.422466,707.649223
0.196,-4.363043,-0.342452,708.919022
0.197,-4.44386,-0.342431,707.651199
0.198,-4.363043,-0.342473,708.130829
0.199,-4.643844,-0.022393,707.335617
0.2,-4.242504,-0.222462,708.593056
0.201,-4.323321,-0.462505,709.231987
0.202,-4.323046,-0.422508,709.862358
0.203,-4.243053,-0.182465,708.281731
0.204,-4.16251,-0.38247,709.550705
0.205,-4.242229,-0.342473,710.025711
0.206,-4.162785,-0.022477,709.70649
0.207,-4.121415,-0.142509,709.866257
0.208,-4.202507,-0.462505,709.389137
0.209,-4.363043,-0.142447,709.556137
0.21,-4.243327,-0.062474,710.185684
0.211,-4.44386,-0.182486,711.29879
0.212,-4.082242,-0.222503,711.772018
0.213,-4.081419,-0.182465,711.45462
0.214,-4.403314,-0.02254,711.137085
0.215,-4.563576,-0.022477,710.983719
0.216,-4.363043,-0.062432,712.725883
0.217,-4.483857,-0.102429,712.718132
0.218,-4.363043,0.097577,712.886139
0.219,-4.804929,0.177591,712.244438
0.22,-4.363043,0.257606,712.2556
0.221,-4.684116,0.017498,711.936386
0.222,-4.604671,0.017541,712.573822
0.223,-4.643844,-0.102492,713.517639
0.224,-4.804929,0.097555,714.476776
0.225,-4.844652,0.057538,714.153786
0.226,-5.005188,-0.062453,714.633934
0.227,-4.965191,-0.022498,714.633911
0.228,-4.806027,0.057516,712.418488
0.229,-5.086828,-0.062516,713.368744
0.23,-5.126276,-0.02254,714.951767
0.231,-5.166822,0.17757,714.953903
0.232,-5.206819,-0.062474,715.579559
0.233,-5.126276,0.13751,714.484993
0.234,-5.166548,-0.142488,714.48056
0.235,-5.366806,-0.022477,714.164444
0.236,-5.446525,0.017561,715.422394
0.237,-5.246541,-0.222462,714.327667
0.238,-5.286813,0.017498,714.327835
0.239,-5.487071,-0.022414,714.012215
0.24,-5.687879,-0.262521,714.164642
0.241,-5.366532,0.017541,714.324524
0.242,-5.488169,-0.062474,714.807129
0.243,-5.608159,-0.222524,713.379059
0.244,-5.567888,-0.10245,712.906685
0.245,-5.768147,-0.302434,714.014359
0.246,-5.767872,-0.182444,713.061195
0.247,-5.768421,-0.102492,713.217155
0.248,-5.808967,-0.262458,712.903198
0.249,-5.969229,-0.382449,712.116997
0.25,-5.849238,-0.222503,713.057022
0.251,-5.848964,-0.102429,713.061806
0.252,-6.049222,-0.342515,712.42688
0.253,-5.928957,-0.38249,712.271339
0.254,-5.96868,-0.342473,710.531319
0.255,-6.089494,-0.582538,711.643951
0.256,-5.968131,-0.342473,711.950142
0.257,-5.968405,-0.582496,711.637024
0.258,-5.808144,-0.462484,711.481064
0.259,-6.209484,-0.34241,711.16201
0.26,-6.048399,-0.702444,710.055283
0.261,-6.248932,-0.542457,709.410118
0.262,-6.248658,-0.422446,709.896667
0.263,-6.208935,-0.662489,710.529335
0.264,-6.048948,-0.462484,711.001099
0.265,-5.968131,-0.462421,708.152672
0.266,-6.007579,-0.822519,707.989937
0.267,-6.12949,-0.622513,707.993881
0.268,-6.048948,-0.622493,708.468613
0.269,-6.328926,-0.462442,705.301598
0.27,-6.08867,-0.622513,707.358589
0.271,-6.128393,-0.262416,707.349373
0.272,-6.088945,-0.382449,706.72953
0.273,-5.80732,-0.50246,707.986809
0.274,-6.168664,-0.382428,706.245651
0.275,-6.12949,-0.262458,708.303398
0.276,-6.04785,-0.262416,707.042526
0.277,-5.887314,-0.262458,707.195198
0.278,-5.968405,-0.182423,707.038261
0.279,-6.008677,-0.182444,707.830185
0.28,-5.847591,-0.182444,706.405548
0.281,-5.968954,-0.142426,707.199005
0.282,-5.847866,-0.022435,707.985542
0.283,-5.888137,-0.022456,707.198639
0.284,-5.727601,0.017541,706.559113
0.285,-5.887863,-0.102492,707.35611
0.286,-5.647882,-0.062474,707.03476
0.287,-5.928409,0.097555,706.722
0.288,-5.607336,0.297581,707.039078
0.289,-5.687604,0.297519,707.517517
0.29,-5.767872,0.217567,706.72216
0.291,-5.648156,0.45759,708.306564
0.292,-5.406529,0.217483,706.252892
0.293,-5.366532,0.577601,709.422791
0.294,-5.486248,0.257543,707.513802
0.295,-5.325712,0.337536,707.834648
0.296,-5.606238,0.377575,707.195557
0.297,-5.485699,0.497587,707.835785
0.298,-5.325986,0.417551,708.938866
0.299,-5.526793,0.45759,707.983894
0.3,-5.406803,0.337536,709.733772
0.301,-5.525421,0.337578,707.512138
0.302,-5.406254,0.537625,709.255989
0.303,-5.445428,0.537562,708.621826
0.304,-5.324888,0.537604,708.784378
0.305,-5.365434,0.417572,709.10128
0.306,-5.285989,0.297539,709.095055
0.307,-5.325437,0.497565,710.370903
0.308,-5.285715,0.417551,707.525795
0.309,-5.445702,0.577559,708.308701
0.31,-5.445702,0.457569,708.62738
0.311,-5.285166,0.297519,708.46991
0.312,-5.566516,0.337557,709.106537
0.313,-5.28544,0.13751,708.473366
0.314,-5.52597,0.177549,709.422783
0.315,-5.123806,0.057538,710.061195
0.316,-5.52597,0.217609,710.377632
0.317,-5.324339,0.177591,709.267776
0.318,-5.204074,-0.102471,710.378288
0.319,-5.044361,-0.102512,711.171379
0.32,-5.28544,-0.142488,709.899963
0.321,-5.605415,-0.502481,710.053307
0.322,-5.445976,-0.422508,710.058739
0.323,-5.364336,-0.422508,709.424583
0.324,-5.324614,-0.662531,711.170044
0.325,-5.525696,-0.622555,708.791092
0.326,-5.404882,-0.902575,710.855255
0.327,-5.405431,-1.262672,710.218025
0.328,-5.605964,-1.022586,709.748016
0.329,-5.445153,-1.062604,709.91143
0.33,-5.64651,-1.262609,709.276772
0.331,-5.365159,-1.10258,709.596146
0.332,-5.685957,-1.462677,710.223541
0.333,-5.405705,-1.502717,710.071205
0.334,-5.766774,-1.502653,709.74884
0.335,-5.767049,-1.422681,709.914711
0.336,-5.606787,-1.622686,708.802567
0.337,-5.847043,-1.782736,711.336494
0.338,-5.767323,-1.98272,710.860146
0.339,-6.087298,-1.822712,710.228973
0.34,-5.647058,-1.702701,709.439011
0.341,-5.926762,-1.982636,708.804039
0.342,-5.887314,-1.662578,710.234222
0.343,-5.887039,-1.862646,708.652473
0.344,-6.087847,-1.982657,708.647057
0.345,-6.167566,-2.022738,710.236824
0.346,-6.088121,-1.982657,708.495773
0.347,-6.287831,-1.982699,709.76606
0.348,-6.368374,-2.022654,708.659676
0.349,-6.368648,-1.902622,708.504028
0.35,-6.24756,-1.82267,709.291199
0.351,-6.248383,-2.022612,709.290367
0.352,-6.287831,-1.942682,708.505318
0.353,-6.167292,-1.902622,708.346901
0.354,-6.328377,-2.022654,708.81929
0.355,-6.40837,-1.902622,709.774292
0.356,-6.609178,-2.062672,708.664932
0.357,-6.488913,-1.742613,709.147041
0.358,-6.528635,-1.702637,708.345383
0.359,-6.609727,-1.662641,708.822731
0.36,-6.609178,-1.782631,707.879715
0.361,-6.569181,-1.94264,709.147209
0.362,-6.608355,-1.742613,709.149498
0.363,-6.849982,-1.662578,708.512062
0.364,-6.768891,-1.902622,708.358528
0.365,-6.889705,-1.662515,710.413849
0.366,-6.808613,-1.302523,709.619278
0.367,-6.88943,-1.542524,708.992691
0.368,-6.890254,-1.422555,708.681351
0.369,-6.889156,-1.342582,707.262344
0.37,-7.010244,-1.462552,708.205818
0.371,-7.050515,-1.262526,709.794998
0.372,-7.12996,-1.262609,709.321442
0.373,-7.051064,-1.062541,709.319939
0.374,-7.452954,-1.022566,708.37252
0.375,-7.12996,-1.102559,710.58989
0.376,-7.130783,-0.902533,710.120628
0.377,-7.211051,-0.862536,709.326355
0.378,-7.371588,-0.66251,709.79319
0.379,-7.170506,-0.822539,710.751625
0.38,-7.010793,-0.782543,709.964592
0.381,-7.491853,-0.582454,709.022614
0.382,-7.612666,-0.862599,709.485611
0.383,-7.531849,-0.582538,708.385292
0.384,-7.412408,-0.462463,710.913689
0.385,-7.571572,-0.542499,709.652779
0.386,-7.772928,-0.422551,708.541649
0.387,-7.571846,-0.342473,709.022438
0.388,-7.732383,-0.2625,708.549065
0.389,-7.69266,-0.262458,708.867073
0.39,-7.812925,-0.222419,709.016853
0.391,-7.812651,-0.182486,708.870415
0.392,-7.69266,-0.102471,708.863182
0.393,-7.972912,-0.062474,708.712112
0.394,-7.932915,-0.102492,709.027878
0.395,-7.8132,0.057538,708.550697
0.396,-7.813748,-0.062516,709.505379
0.397,-7.934013,0.217504,708.2351
0.398,-7.773203,0.417614,708.709473
0.399,-7.853471,0.257543,709.184013
0.4,-8.295357,0.297581,708.867279
0.401,-8.014007,0.217504,708.873528
0.402,-7.77183,0.297519,708.241852
0.403,-8.092903,0.377554,708.085686
0.404,-8.012635,0.537625,709.66909
0.405,-8.254537,0.45759,708.39962
0.406,-7.893742,0.577622,707.917358
0.407,-8.093726,0.537604,707.927071
0.408,-8.213717,0.61764,706.816071
0.409,-8.093726,0.61764,708.398651
0.41,-7.974285,0.537583,708.557114
0.411,-8.093726,0.457611,708.550369
0.412,-8.294534,0.697592,708.08699
0.413,-7.932367,0.697676,708.07682
0.414,-8.053729,0.61764,706.181099
0.415,-7.812651,0.737651,708.085869
0.416,-7.893468,0.697612,706.972076
0.417,-7.732657,0.697634,707.762207
0.418,-7.813474,0.657637,708.550865
0.419,-7.893468,0.817645,707.453186
0.42,-7.73348,0.937656,708.397835
0.421,-8.053729,0.817582,706.333191
0.422,-7.773477,0.857621,707.92083
0.423,-7.853471,0.937677,708.088654
0.424,-7.732657,1.017671,708.549393
0.425,-7.692935,0.857642,706.970253
0.426,-8.133997,0.657637,707.767151
0.427,-7.852373,0.937698,707.123947
0.428,-7.772928,0.817687,707.599968
0.429,-7.852922,0.777669,707.442009
0.43,-8.133997,0.577559,708.871223
0.431,-7.812651,0.697612,708.394066
0.432,-7.732931,0.577622,707.751678
0.433,-7.211326,0.697634,707.116531
0.434,-7.692935,0.537625,707.912781
0.435,-7.491578,0.577622,708.541
0.436,-7.371862,0.61764,708.38237
0.437,-7.371588,0.577559,708.384033
0.438,-7.331591,0.497608,707.902405
0.439,-7.291594,0.217567,707.269257
0.44,-7.051064,0.177549,707.74971
0.441,-7.009969,0.417614,708.058716
0.442,-7.171604,0.497628,707.747093
0.443,-7.090787,0.057559,707.900764
0.444,-7.050241,0.497608,709.006332
0.445,-6.969698,0.337536,708.69619
0.446,-7.050241,0.297561,709.641472
0.447,-7.12996,0.457632,707.898781
0.448,-6.929701,0.137573,708.532936
0.449,-7.050515,0.337641,708.850189
0.45,-7.090238,0.297623,708.854286
0.451,-6.970247,0.297581,710.743263
0.452,-7.170506,0.137657,708.049706
0.453,-7.12996,0.257627,709.159035
0.454,-7.330219,-0.022435,708.201904
0.455,-7.290496,0.0576,708.04705
0.456,-7.129686,0.137615,708.359688
0.457,-7.49048,-0.062369,707.568558
0.458,-7.330219,-0.142384,710.103859
0.459,-7.370215,-0.062369,709.62603
0.46,-7.530203,-0.142363,708.19384
0.461,-7.450209,-0.142342,708.193352
0.462,-6.969424,-0.382386,708.346199
0.463,-7.168859,-0.502418,706.609268
0.464,-7.289398,-0.862473,708.348839
0.465,-7.330219,-0.742441,707.709778
0.466,-7.249402,-0.942404,708.342751
0.467,-7.369667,-1.342498,708.02272
0.468,-7.168859,-1.14243,707.861305
0.469,-7.330219,-1.34252,705.802849
0.47,-7.049143,-1.502548,706.746033
0.471,-7.048869,-1.542567,707.059807
0.472,-7.008323,-1.782568,706.101891
0.473,-6.727796,-1.742508,705.946892
0.474,-7.049143,-1.902559,706.091652
0.475,-6.687525,-2.102585,706.728966
0.476,-6.847787,-2.222596,704.666893
0.477,-6.44672,-2.102564,705.929619
0.478,-6.928329,-2.142561,704.66114
0.479,-6.767518,-2.062567,704.181831
0.48,-6.606982,-2.222617,703.390221
0.481,-7.088591,-2.302527,704.011711
0.482,-6.646979,-2.382542,705.432709
0.483,-6.727247,-2.422601,703.844574
0.484,-6.726698,-2.462598,704.64061
0.485,-6.88696,-2.302527,704.163101
0.486,-6.767244,-2.42258,702.257874
0.487,-6.926957,-2.662624,702.409576
0.488,-6.807241,-2.502595,702.562447
0.489,-6.887234,-2.782594,701.922714
0.49,-6.686701,-2.702663,701.605644
0.491,-6.646156,-2.622586,701.917297
0.492,-6.445897,-2.862629,701.440277
0.493,-6.525342,-2.822654,700.957222
0.494,-6.485894,-2.822633,701.43222
0.495,-6.204269,-3.062655,700.480209
0.496,-6.124001,-3.222685,700.152954
0.497,-6.244541,-3.062635,700.145714
0.498,-5.96374,-3.022679,699.832588
0.499,-5.561301,-3.022701,701.088242
0.5,-5.883471,-3.222727,699.498421
0.501,-5.802654,-3.222706,698.2267
0.502,-5.681017,-3.502788,699.017632
0.503,-5.882099,-3.262724,699.169823
0.504,-5.361317,-3.582761,700.431717
0.505,-5.641295,-3.34278,699.473785
0.506,-5.560478,-3.382756,700.109756
0.507,-5.360493,-3.142712,699.783478
0.508,-5.23968,-3.502746,698.197601
0.509,-5.038598,-3.622779,698.034706
0.51,-4.79697,-3.50283,698.81498
0.511,-4.59726,-3.582782,700.247841
0.512,-4.7178,-3.6228,699.295959
0.513,-4.396178,-3.502788,700.712685
0.514,-4.1551,-3.502788,700.235008
0.515,-4.194822,-3.34278,700.547005
0.516,-4.035109,-3.262765,700.223373
0.517,-3.834302,-3.382756,701.650757
0.518,-3.592674,-3.222768,701.642593
0.519,-3.191882,-3.502851,702.597382
0.52,-3.031621,-3.262807,703.057663
0.521,-3.151885,-3.262849,703.373589
0.522,-3.031895,-3.342864,702.113174
0.523,-2.63028,-3.422858,704.803001
0.524,-2.711097,-3.302825,705.277702
0.525,-2.550286,-3.342906,703.533524
0.526,-2.268936,-3.382819,705.109062
0.527,-2.58946,-3.10282,704.954224
0.528,-1.907867,-2.982787,707.169647
0.529,-2.268936,-2.942833,707.95549
0.53,-2.028406,-2.662792,708.10656
0.531,-1.867596,-2.782762,709.060432
0.532,-1.907593,-2.862839,707.633186
0.533,-1.908416,-2.662771,708.580467
0.534,-1.787328,-2.902899,709.212326
0.535,-1.827873,-2.582798,710.1576
0.536,-1.907593,-2.662771,710.155342
0.537,-1.746782,-2.542802,710.62851
0.538,-1.667337,-2.582819,709.998367
0.539,-1.547072,-2.662834,712.218689
0.54,-1.747331,-2.662834,710.622467
0.541,-1.786779,-2.422832,710.62281
0.542,-1.306542,-2.622816,709.828232
0.543,-1.265997,-2.622858,711.569916
0.544,-1.305993,-2.58284,710.935944
0.545,-1.305719,-3.102925,711.091095
0.546,-1.265722,-2.74287,711.094231
0.547,-1.305719,-2.902878,711.087654
0.548,-1.305445,-2.942854,711.394539
0.549,-1.266271,-3.182856,710.76368
0.55,-1.064915,-2.902836,712.187317
0.551,-1.106009,-3.142817,711.862831
0.552,-1.10546,-3.102841,710.124771
0.553,-1.225451,-3.262849,710.75808
0.554,-1.346814,-3.462938,709.658104
0.555,-1.065464,-3.182856,709.646751
0.556,-1.38681,-3.182835,710.268585
0.557,-1.386536,-3.342927,710.751846
0.558,-1.306268,-3.222915,710.751175
0.559,-1.347911,-3.422963,711.533424
0.56,-1.266271,-3.342864,709.796989
0.561,-1.547896,-3.262871,710.115776
0.562,-1.346814,-3.222874,711.214882
0.563,-1.708981,-3.30293,711.054459
0.564,-1.629261,-3.382903,710.897484
0.565,-1.669258,-3.422899,709.947777
0.566,-1.82952,-3.422858,712.323761
0.567,-2.070873,-3.462833,711.067108
0.568,-2.07005,-3.542848,711.371857
0.569,-2.190589,-3.542911,710.262665
0.57,-2.231135,-3.462833,711.839821
0.571,-2.311403,-3.66288,711.687119
0.572,-2.391397,-3.462791,711.681534
0.573,-2.351674,-3.742916,710.417679
0.574,-2.753564,-3.382861,710.095711
0.575,-2.552756,-3.382798,711.367599
0.576,-2.673296,-3.342801,708.836937
0.577,-2.593577,-3.462791,710.728363
0.578,-2.633848,-3.34278,711.208145
0.579,-2.714116,-3.342801,710.571922
0.58,-2.915198,-3.702814,709.940498
0.581,-2.834381,-3.50281,709.146286
0.582,-2.955195,-3.542827,710.257919
0.583,-3.19545,-3.462833,710.567429
0.584,-2.914649,-3.22279,711.19503
0.585,-3.156002,-3.462833,711.519524
0.586,-3.07546,-3.342738,711.043297
0.587,-3.195999,-3.382756,709.774536
0.588,-3.276267,-3.542785,710.561211
0.589,-3.437352,-3.582782,709.930519
0.59,-3.317362,-3.542827,710.245316
0.591,-2.995741,-3.302783,709.926407
0.592,-3.236819,-3.382777,709.768936
0.593,-3.557617,-3.302762,709.293907
0.594,-3.437078,-3.382777,708.813301
0.595,-3.437078,-3.182772,710.243011
0.596,-3.397356,-3.302783,709.606689
0.597,-3.196274,-3.182772,709.60276
0.598,-3.558441,-3.262744,708.970245
0.599,-3.357633,-3.142649,710.079948
0.6,-3.518444,-3.102736,710.391472
0.601,-3.276816,-3.18273,710.71479
0.602,-3.237643,-3.382756,709.281296
0.603,-3.358731,-3.262807,709.128563
0.604,-3.39763,-3.422795,708.652397
0.605,-3.398728,-3.262724,709.442696
0.606,-3.357908,-3.222706,708.49279
0.607,-3.478721,-3.182709,709.127426
0.608,-3.478721,-3.182772,710.392281
0.609,-3.438725,-3.142775,710.235123
0.61,-3.117378,-3.06274,709.439095
0.611,-3.037659,-2.982662,711.013123
0.612,-3.278188,-2.822675,710.07177
0.613,-2.997662,-2.862671,710.548775
0.614,-3.239015,-2.902668,710.077698
0.615,-3.118476,-2.822695,709.911003
0.616,-3.319558,-2.782698,711.492935
0.617,-3.078753,-2.622648,711.178818
0.618,-2.877671,-2.502658,710.545319
0.619,-3.239015,-2.542613,710.545319
0.62,-2.957939,-2.782741,710.388527
0.621,-2.917668,-2.542676,711.965172
0.622,-3.038207,-2.542717,711.339905
0.623,-2.8374,-2.302674,712.604576
0.624,-2.918217,-2.422664,711.970116
0.625,-2.958763,-2.302632,712.919868
0.626,-2.997936,-2.262614,713.555656
0.627,-3.038756,-2.182621,713.873741
0.628,-2.918217,-2.382668,712.605583
0.629,-2.797403,-2.062567,712.599495
0.63,-2.677687,-2.142561,714.667175
0.631,-2.838223,-2.222617,713.083084
0.632,-2.677138,-1.90258,714.19519
0.633,-2.637141,-1.862499,713.715439
0.634,-2.557422,-1.982615,714.824417
0.635,-2.757681,-1.982552,715.143646
0.636,-2.556599,-1.942535,715.462891
0.637,-2.797952,-1.862541,716.087486
0.638,-2.597693,-1.662578,716.091751
0.639,-2.316343,-1.662515,716.249725
0.64,-2.557697,-1.582521,716.568268
0.641,-2.678236,-1.622602,715.930038
0.642,-2.276621,-1.822628,715.9328
0.643,-2.437706,-1.50257,715.776154
0.644,-2.356615,-1.662557,715.940193
0.645,-2.437157,-1.662557,715.779938
0.646,-2.75823,-1.542567,717.516365
0.647,-2.677687,-1.822565,716.093567
0.648,-2.477429,-1.502486,715.455986
0.649,-2.317441,-1.182448,716.887314
0.65,-2.397984,-1.582521,717.517693
0.651,-2.316618,-1.382516,716.888138
