BioWare Version 5.3.2.9 Export,,,
Device:,Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901)
0.043,-7.058903,-6.388847,704.978271
0.044,-7.299433,-6.34883,704.971069
0.045,-7.179168,-6.58881,704.667618
0.046,-7.501064,-6.508837,705.934418
0.047,-7.420521,-6.548855,705.143326
0.048,-7.701871,-6.588831,704.831146
0.049,-7.340528,-6.388847,704.517532
0.05,-7.782413,-6.708864,704.676483
0.051,-7.622152,-6.348808,703.882065
0.052,-7.582155,-6.228776,705.320328
0.053,-7.781865,-6.268731,705.632645
0.054,-7.822685,-6.668804,704.210968
0.055,-7.822959,-6.388721,703.583908
0.056,-7.662698,-6.348787,705.002075
0.057,-7.903502,-6.388762,703.111191
0.058,-7.824332,-6.228755,704.688156
0.059,-8.065411,-6.148698,704.060089
0.06,-8.185675,-6.028708,703.430206
0.061,-8.34676,-5.668674,704.858597
0.062,-8.307039,-5.868678,703.916931
0.063,-8.467026,-5.948693,703.59227
0.064,-8.506748,-5.708628,704.395386
0.065,-8.627836,-5.508603,703.135178
0.066,-8.668382,-5.828661,704.085388
0.067,-8.868915,-5.628613,702.822357
0.068,-8.949457,-5.548662,702.988693
0.069,-8.910009,-5.628593,703.15094
0.07,-9.071095,-5.388591,701.412537
0.071,-9.110268,-5.308534,703.148972
0.072,-9.351621,-5.188544,702.523529
0.073,-9.271628,-5.14861,702.520584
0.074,-9.593249,-5.188501,701.104652
0.075,-10.034861,-5.108572,700.479881
0.076,-9.713514,-4.98856,701.269524
0.077,-9.874325,-4.948563,700.472641
0.078,-10.115129,-4.908587,701.441971
0.079,-10.195672,-4.86859,701.279396
0.08,-10.115403,-4.508535,701.750664
0.081,-10.115403,-4.548552,699.862831
0.082,-10.35758,-4.548552,700.658096
0.083,-10.397303,-4.148542,700.186607
0.084,-10.19677,-4.348589,700.188942
0.085,-10.396754,-4.108461,700.670082
0.086,-10.316485,-4.228515,698.932968
0.087,-10.638656,-3.788445,700.039215
0.088,-10.678378,-4.028468,700.042679
0.089,-10.477845,-3.708431,699.572884
0.09,-10.758921,-3.828463,698.472748
0.091,-10.959454,-3.8284,699.257126
0.092,-10.959179,-3.668434,697.995064
0.093,-11.201082,-3.588462,697.688042
0.094,-11.159987,-3.428391,698.312332
0.095,-11.119715,-3.388477,698.476524
0.096,-11.120264,-3.508405,698.478493
0.097,-11.280526,-3.428494,697.842369
0.098,-11.401615,-3.028379,698.171768
0.099,-11.321621,-3.388435,698.006569
0.1,-11.241078,-3.308421,696.752914
0.101,-11.320523,-3.028359,699.129395
0.102,-11.401615,-3.228406,698.488014
0.103,-11.441612,-3.228406,699.446663
0.104,-11.11999,-3.028422,697.86142
0.105,-11.481608,-3.068377,698.814476
0.106,-11.400791,-3.188451,698.664215
0.107,-11.400517,-3.108437,699.764709
0.108,-11.52133,-3.228427,699.45845
0.109,-11.441063,-2.788399,698.982132
0.11,-11.401066,-2.988404,698.510384
0.111,-11.481333,-3.108416,699.456978
0.112,-11.681866,-2.90841,699.620201
0.113,-11.481059,-2.908389,698.51368
0.114,-11.882126,-3.068481,699.944038
0.115,-11.561053,-3.108437,699.154884
0.116,-11.400517,-2.868456,699.315979
0.117,-11.681044,-3.22849,700.735176
0.118,-11.320797,-3.06844,702.480949
0.119,-11.52133,-3.108479,700.105774
0.12,-11.521605,-3.06844,699.947159
0.121,-11.561327,-2.748445,700.421371
0.122,-11.400242,-3.268571,700.75293
0.123,-11.320248,-3.228511,701.853203
0.124,-11.561053,-3.108583,702.171921
0.125,-11.280526,-3.228574,702.334671
0.126,-11.320523,-3.308588,701.376877
0.127,-11.2808,-3.068502,701.53978
0.128,-11.641321,-3.268613,702.172775
0.129,-11.2808,-3.388666,702.968956
0.13,-11.239706,-3.268591,702.177887
0.131,-11.440239,-3.548696,702.494942
0.132,-11.279429,-3.388624,702.657669
0.133,-11.52133,-3.348606,702.181793
0.134,-11.240255,-3.7487,701.23008
0.135,-11.399693,-3.828778,702.191338
0.136,-11.360794,-3.748721,702.975563
0.137,-11.319425,-3.788697,703.137146
0.138,-11.520507,-3.628731,704.088875
0.139,-11.239981,-3.908792,703.292458
0.14,-11.279978,-3.628752,703.935837
0.141,-11.279978,-3.628752,702.979004
0.142,-11.159163,-3.78876,703.773094
0.143,-11.199984,-3.668749,702.990028
0.144,-11.078621,-3.788844,705.989014
0.145,-11.279154,-3.908855,702.347694
0.146,-11.199435,-3.98885,703.770447
0.147,-11.119441,-3.948769,703.450592
0.148,-11.119166,-3.98885,704.098053
0.149,-11.118343,-4.028868,704.247963
0.15,-11.07917,-4.06878,703.304337
0.151,-11.038624,-3.908855,704.246674
0.152,-11.159438,-4.068801,702.668839
0.153,-11.03835,-4.308908,703.457832
0.154,-10.998902,-4.308908,703.777878
0.155,-10.957532,-4.388859,704.730263
0.156,-10.877539,-4.228893,703.777214
0.157,-10.836993,-4.148858,703.458015
0.158,-10.918084,-4.188854,704.249794
0.159,-11.037526,-4.388859,704.717438
0.16,-10.957807,-4.148836,704.561424
0.161,-10.957807,-4.388902,703.930084
0.162,-10.997804,-4.308866,705.353729
0.163,-11.157791,-4.428836,706.149269
0.164,-10.877265,-4.668963,705.196892
0.165,-10.957258,-4.228914,705.504929
0.166,-10.997255,-4.668942,704.719551
0.167,-10.756999,-4.748999,705.98835
0.168,-10.715356,-4.828971,703.760269
0.169,-10.756176,-4.548952,706.452698
0.17,-10.915889,-4.748999,704.549591
0.171,-10.474826,-5.029018,705.978653
0.172,-10.635088,-4.989021,705.65464
0.173,-10.635362,-5.189069,704.078484
0.174,-10.555094,-5.229045,705.179131
0.175,-10.313741,-5.349076,705.017578
0.176,-10.314016,-5.029039,705.011642
0.177,-10.394009,-5.149051,705.799774
0.178,-10.153479,-5.18909,705.323776
0.179,-10.434006,-5.229086,704.537277
0.18,-10.353464,-5.14903,705.639206
0.181,-10.273195,-5.149051,705.009682
0.182,-10.272372,-5.029018,705.004074
0.183,-10.392911,-5.229108,705.314247
0.184,-10.272646,-5.068995,706.260078
0.185,-10.393185,-5.14903,704.996185
0.186,-10.352915,-5.389031,704.833298
0.187,-10.312094,-5.189069,704.355614
0.188,-10.392911,-5.389073,704.509956
0.189,-10.271548,-5.30908,704.98616
0.19,-10.271548,-5.629117,704.190582
0.191,-10.271274,-5.949134,704.023415
0.192,-10.151009,-5.629096,703.711273
0.193,-10.149911,-5.709047,704.810265
0.194,-10.069368,-5.789063,703.861023
0.195,-9.827741,-5.829101,703.852798
0.196,-10.028823,-5.669051,705.112396
0.197,-9.466671,-5.749024,705.43161
0.198,-9.466671,-5.709006,703.532127
0.199,-9.466671,-5.589015,703.362465
0.2,-9.064508,-5.629054,704.463776
0.201,-9.023413,-5.749044,704.623901
0.202,-8.943694,-5.589037,704.461494
0.203,-8.783432,-5.549019,704.136681
0.204,-8.741514,-5.469004,705.718597
0.205,-8.542353,-5.428986,706.034378
0.206,-8.501807,-5.589057,703.658684
0.207,-8.541255,-5.309016,705.243233
0.208,-8.661521,-5.589037,704.129112
0.209,-8.461262,-5.228981,706.97081
0.21,-8.38017,-5.228981,705.386429
0.211,-8.26018,-5.308995,706.17028
0.212,-8.059098,-5.348971,707.435669
0.213,-8.018552,-5.148988,705.532051
0.214,-7.939107,-5.228918,706.798889
0.215,-7.81747,-5.068932,705.530243
0.216,-7.777473,-4.988916,707.589355
0.217,-7.777199,-5.068889,706.785889
0.218,-7.65666,-4.90888,706.625305
0.219,-7.896641,-5.108928,707.099701
0.22,-7.616663,-5.068868,708.36322
0.221,-7.696382,-4.748873,707.571106
0.222,-7.575568,-4.90886,708.194565
0.223,-7.414483,-4.988938,709.139053
0.224,-7.495026,-4.668796,708.513779
0.225,-7.294768,-4.78889,709.134445
0.226,-7.293944,-4.78889,708.348267
0.227,-7.254771,-4.668837,707.70607
0.228,-7.334765,-4.708771,706.912994
0.229,-7.133957,-4.668837,709.600128
0.23,-7.173679,-4.548826,709.750534
0.231,-7.012868,-4.668837,709.279129
0.232,-7.053689,-4.628778,708.646301
0.233,-7.092862,-4.388776,708.800293
0.234,-7.173953,-4.628798,708.000641
0.235,-7.415032,-4.66888,708.7901
0.236,-7.052042,-4.74881,708.310318
0.237,-7.012319,-4.788849,709.415054
0.238,-7.173679,-4.828824,709.891235
0.239,-7.012594,-4.748789,709.097
0.24,-6.971774,-4.668796,708.145126
0.241,-7.212304,-4.948877,709.409149
0.242,-6.89178,-5.068889,708.45282
0.243,-7.012319,-5.028851,707.347916
0.244,-6.931777,-4.948814,708.770691
0.245,-6.851234,-5.348866,707.811768
0.246,-6.851234,-5.148861,707.02243
0.247,-6.569884,-5.308912,707.491257
0.248,-6.971774,-5.308932,707.489761
0.249,-6.690424,-5.268915,707.640335
0.25,-6.6896,-5.268873,707.799103
0.251,-6.328805,-5.428903,707.478775
0.252,-6.770417,-5.468857,707.319504
0.253,-6.529338,-5.268851,705.736252
0.254,-6.529613,-5.588932,707.151993
0.255,-6.448796,-5.508896,706.992218
0.256,-6.61043,-5.388863,707.305679
0.257,-6.408525,-5.508875,705.881393
0.258,-6.649603,-5.348804,707.294662
0.259,-6.408525,-5.628844,706.186798
0.26,-6.448796,-5.748835,706.819473
0.261,-6.609058,-5.828912,707.131424
0.262,-6.207717,-5.708817,707.291702
0.263,-6.367979,-5.668841,707.285797
0.264,-6.408525,-5.58891,709.182007
0.265,-6.328531,-5.828891,707.759689
0.266,-6.529064,-5.788894,706.497635
0.267,-6.167171,-5.948882,707.751129
0.268,-6.127175,-5.948903,706.00795
0.269,-6.047181,-6.108932,708.05867
0.27,-5.925818,-6.068872,706.630768
0.271,-5.765556,-6.348977,705.992676
0.272,-5.924995,-6.108912,705.197754
0.273,-5.805279,-6.428949,707.094604
0.274,-5.725285,-6.468987,705.199585
0.275,-5.363667,-6.548918,706.777695
0.276,-5.202582,-6.588978,705.185745
0.277,-5.283399,-6.70899,705.346497
0.278,-5.001774,-6.749008,706.450104
0.279,-5.122588,-7.029027,704.070496
0.28,-4.881784,-6.988988,706.449463
0.281,-5.002598,-6.868998,705.329727
0.282,-4.800692,-7.029048,706.598206
0.283,-4.841513,-6.98903,704.687393
0.284,-4.881235,-6.908995,704.68985
0.285,-4.841513,-7.108979,704.845688
0.286,-4.962601,-7.189077,704.84288
0.287,-4.801241,-7.069003,704.205444
0.288,-4.680427,-7.189057,704.050629
0.289,-4.560711,-7.269071,705.622833
0.29,-4.64098,-7.029089,703.72551
0.291,-4.52044,-7.429038,704.832047
0.292,-4.440172,-7.229095,702.61026
0.293,-4.27991,-7.349085,703.87999
0.294,-4.519617,-7.349023,703.245377
0.295,-4.078554,-7.389061,704.027451
0.296,-4.038008,-7.108979,704.983109
0.297,-3.958289,-7.068961,702.757675
0.298,-4.118551,-7.068961,702.919235
0.299,-3.877198,-7.309067,703.071274
0.3,-3.997188,-7.229032,703.230896
0.301,-3.918018,-7.06894,703.545349
0.302,-3.958289,-7.189014,704.333511
0.303,-3.837201,-7.429017,703.066864
0.304,-3.676664,-7.269029,704.959259
0.305,-3.677762,-7.349064,704.334366
0.306,-3.556674,-7.469013,704.486893
0.307,-3.877198,-7.149017,703.060287
0.308,-3.918018,-7.429038,703.371292
0.309,-3.797753,-7.389041,703.210724
0.31,-3.756932,-7.428974,703.687057
0.311,-3.676664,-7.429017,703.364731
0.312,-3.717485,-7.428995,703.056854
0.313,-3.796655,-7.108979,702.885391
0.314,-3.757207,-7.46895,702.886536
0.315,-3.797204,-7.508989,703.521515
0.316,-3.515579,-7.388999,702.879959
0.317,-3.837201,-7.468992,704.464188
0.318,-3.636942,-7.22897,704.138763
0.319,-3.636942,-7.268945,703.664856
0.32,-3.67639,-7.228927,704.456009
0.321,-3.716387,-7.3089,703.184402
0.322,-3.515854,-7.30892,703.821838
0.323,-3.515579,-7.308963,702.551086
0.324,-3.43586,-7.228864,703.017899
0.325,-3.395314,-7.228885,703.50412
0.326,-3.636119,-7.108958,702.548462
0.327,-3.756658,-7.108832,702.699005
0.328,-3.475857,-7.268903,702.222992
0.329,-3.315595,-7.388894,703.486038
0.33,-3.556399,-7.3089,704.596558
0.331,-3.556125,-7.14887,703.486542
0.332,-3.475857,-7.348917,703.496231
0.333,-3.475857,-7.228907,702.695267
0.334,-3.556399,-7.308942,704.283417
0.335,-3.596945,-7.228907,703.488541
0.336,-3.596671,-7.468992,705.071915
0.337,-3.636668,-7.308963,703.009064
0.338,-3.717485,-7.268966,703.004929
0.339,-3.477229,-7.34898,703.957138
0.34,-3.677213,-7.3089,703.333176
0.341,-3.71721,-6.908868,704.427231
0.342,-3.677762,-7.108874,704.898849
0.343,-3.676664,-7.14887,705.373856
0.344,-3.676939,-6.948865,704.910172
0.345,-3.677213,-7.268882,705.696381
0.346,-3.478053,-7.108832,704.899826
0.347,-3.47668,-7.148849,705.377014
0.348,-3.556674,-6.988799,704.742493
0.349,-3.596396,-7.068877,704.581421
0.35,-3.596396,-6.908805,705.214615
0.351,-3.637217,-6.908805,705.21608
0.352,-3.557223,-6.988883,704.893906
0.353,-3.677213,-7.188889,704.420853
0.354,-3.436409,-6.988821,704.893082
0.355,-3.476131,-7.108811,705.048904
0.356,-3.516952,-7.148829,705.055496
0.357,-3.437507,-7.068814,705.680954
0.358,-3.717759,-7.028839,703.782257
0.359,-3.636942,-7.188867,705.521988
0.36,-3.557772,-7.388894,705.678314
0.361,-3.477229,-7.268882,704.893082
0.362,-3.717485,-7.068793,705.361725
0.363,-3.798027,-7.188783,705.208664
0.364,-3.516952,-7.348876,706.151703
0.365,-3.837475,-7.628895,705.523453
0.366,-3.75803,-7.668913,704.880264
0.367,-3.677762,-7.628875,705.045471
0.368,-3.397236,-7.748928,702.978317
0.369,-3.396138,-7.708847,704.397507
0.37,-3.276422,-8.108963,704.409195
0.371,-3.275324,-8.108984,703.612289
0.372,-3.43586,-7.908916,702.819534
0.373,-3.15451,-7.948954,703.139404
0.374,-3.275324,-8.108984,703.447296
0.375,-3.035069,-8.108984,703.760742
0.376,-3.155882,-8.028969,704.400635
0.377,-2.995072,-8.028969,703.129227
0.378,-3.075614,-8.229016,703.603912
0.379,-3.115611,-8.18904,703.918869
0.38,-2.9548,-8.349028,704.39653
0.381,-2.833712,-8.429041,702.810989
0.382,-2.993974,-8.349069,704.23262
0.383,-2.753718,-8.308968,703.441345
0.384,-2.593182,-8.309051,703.439209
0.385,-2.834261,-8.30901,703.284409
0.386,-2.713722,-8.589029,703.917053
0.387,-2.793715,-8.589029,704.07254
0.388,-2.633453,-8.709103,704.389099
0.389,-2.552911,-8.7491,704.545914
0.39,-2.673725,-8.869091,704.39061
0.391,-2.833987,-8.869091,704.061188
0.392,-2.673176,-8.829073,703.596191
0.393,-2.472368,-9.189233,704.541504
0.394,-2.673176,-9.189233,704.226898
0.395,-2.592359,-9.06918,704.86235
0.396,-2.191842,-9.02912,704.702744
0.397,-2.231838,-9.149174,704.072693
0.398,-2.312107,-9.189212,705.014221
0.399,-2.472643,-9.269269,703.903549
0.4,-2.151845,-9.269164,705.015884
0.401,-2.311832,-9.189192,705.496506
0.402,-2.3921,-9.229272,703.749908
0.403,-2.311832,-9.149237,703.911957
0.404,-2.432097,-9.229188,704.068436
0.405,-2.472368,-9.309203,704.223938
0.406,-2.352652,-9.269164,706.128525
0.407,-2.231564,-9.149195,704.859726
0.408,-2.512365,-9.389239,704.542969
0.409,-2.3921,-9.469253,705.021286
0.41,-2.432372,-9.269206,705.811127
0.411,-2.352652,-9.22923,703.591583
0.412,-2.312107,-9.309161,704.707184
0.413,-2.472917,-9.509271,704.393234
0.414,-2.27211,-9.469295,705.342331
0.415,-2.392649,-9.349242,705.18483
0.416,-2.271286,-9.389239,704.07811
0.417,-2.27211,-9.189296,705.342819
0.418,-2.27211,-9.229272,704.39505
0.419,-2.27211,-9.349199,704.236252
0.42,-2.151021,-9.229167,703.920486
0.421,-2.3921,-9.069201,705.025101
0.422,-2.151845,-8.989123,703.763184
0.423,-2.192665,-9.149174,704.872711
0.424,-2.232113,-8.989123,704.083694
0.425,-2.152119,-8.869112,704.078751
0.426,-2.273208,-9.029162,704.566971
0.427,-2.392924,-8.949168,702.192444
0.428,-2.634002,-8.749121,702.824295
0.429,-2.473741,-8.869174,704.251053
0.43,-2.675097,-8.749121,702.984894
0.431,-2.715643,-9.029225,702.824127
0.432,-2.835633,-8.709083,703.146439
0.433,-2.835633,-8.589113,702.680466
0.434,-2.91645,-8.709125,701.565048
0.435,-2.876453,-8.709083,702.206924
0.436,-3.117532,-8.629089,702.994751
0.437,-3.277794,-8.429125,703.157654
0.438,-3.277794,-8.389087,701.426147
0.439,-3.679409,-8.829094,701.422195
0.44,-3.559693,-8.709041,700.467026
0.441,-3.840494,-8.308988,701.266861
0.442,-3.880765,-8.549032,701.107758
0.443,-3.720229,-8.549116,701.259796
0.444,-4.081298,-8.388961,699.837814
0.445,-3.920488,-8.629068,700.951096
0.446,-4.242384,-8.709083,699.686722
0.447,-4.442642,-8.469038,699.999023
0.448,-4.444289,-8.028969,700.154556
0.449,-4.042399,-8.108984,700.166214
0.45,-4.483462,-8.308968,697.791367
0.451,-4.564005,-8.02899,698.739807
0.452,-4.444289,-8.349069,697.953461
0.453,-4.724267,-8.068987,698.422409
0.454,-4.684819,-8.389045,698.741959
0.455,-4.685642,-8.109046,698.111908
0.456,-4.645371,-8.02899,698.427475
0.457,-4.725913,-8.109004,697.80304
0.458,-4.965894,-8.148981,698.267868
0.459,-4.885901,-7.988951,697.005493
0.46,-4.765361,-8.028947,699.388077
0.461,-5.00644,-8.30901,697.173492
0.462,-5.126705,-7.868918,699.07135
0.463,-5.327513,-7.868981,698.432739
0.464,-5.368333,-7.868897,698.908463
0.465,-5.689405,-7.908873,699.704346
0.466,-5.609137,-7.628854,699.386459
0.467,-5.488872,-7.708889,699.872528
0.468,-5.488598,-7.468866,698.917328
0.469,-5.609137,-7.428785,699.387787
0.47,-5.770222,-7.428785,697.809631
0.471,-5.649408,-7.508801,700.335373
0.472,-5.80967,-7.508842,701.140976
0.473,-5.810768,-7.028796,700.506851
0.474,-5.850216,-6.988799,700.980728
0.475,-5.930484,-7.108832,700.82457
0.476,-5.970481,-7.188805,701.458038
0.477,-6.171014,-6.94874,701.454285
0.478,-6.130743,-6.868809,701.616501
0.479,-6.251556,-6.908764,700.506989
0.48,-6.21156,-6.868746,702.885147
0.481,-6.453462,-6.708717,702.41452
0.482,-6.452638,-6.548729,702.575134
0.483,-6.492086,-6.588705,702.731796
0.484,-6.613449,-6.588705,702.889267
0.485,-6.733165,-6.508733,702.418503
0.486,-6.773985,-6.108596,702.10144
0.487,-6.693443,-6.188612,703.687958
0.488,-6.533455,-6.148636,704.792191
0.489,-6.773711,-6.068537,704.16185
0.49,-6.733439,-6.0686,703.684158
0.491,-6.813982,-5.868553,703.213882
0.492,-6.813982,-6.028582,703.686783
0.493,-6.934247,-5.948588,703.68663
0.494,-6.854528,-5.868658,704.00798
0.495,-6.894525,-5.748562,704.167892
0.496,-6.853979,-5.748583,704.639008
0.497,-7.055061,-5.588553,705.119156
0.498,-7.014515,-5.628572,705.277908
0.499,-6.894525,-5.548515,704.965286
0.5,-6.733714,-5.188501,704.648743
0.501,-6.733988,-5.588575,705.751358
0.502,-6.814257,-5.268538,707.028824
0.503,-7.135054,-4.908461,707.342972
0.504,-7.014515,-5.228498,707.179077
0.505,-6.814257,-5.308556,706.720795
0.506,-6.814531,-5.028472,708.457733
0.507,-7.014515,-5.068511,707.663803
0.508,-6.854528,-4.94852,707.988922
0.509,-7.135878,-4.868485,708.142151
0.51,-7.095333,-4.50843,707.509628
0.511,-7.055061,-4.828488,706.716034
0.512,-7.015064,-4.668522,707.355606
0.513,-6.853979,-4.508472,708.62442
0.514,-6.935619,-4.428478,708.623932
0.515,-6.774534,-4.148354,708.784012
0.516,-7.135329,-4.148417,708.308975
0.517,-7.095058,-4.188434,709.271408
0.518,-6.614547,-4.268427,710.695175
0.519,-6.855077,-3.988408,709.429047
0.52,-6.654544,-3.988408,710.536911
0.521,-6.57455,-3.908415,710.855942
0.522,-6.374017,-3.788362,711.014908
0.523,-6.373194,-3.628332,710.864319
0.524,-6.414014,-3.708325,712.130478
0.525,-6.294023,-3.468345,711.814423
0.526,-6.333471,-3.588335,712.296677
0.527,-6.373742,-3.308294,711.668945
0.528,-6.294298,-3.188262,712.777985
0.529,-6.253203,-3.068231,714.52211
0.53,-6.415387,-3.068294,713.26384
0.531,-6.49538,-3.108206,714.213593
0.532,-6.374566,-3.028234,714.220169
0.533,-6.255124,-3.188304,714.694717
0.534,-6.415936,-2.948302,714.860077
0.535,-6.45648,-2.788253,714.864517
0.536,-6.536749,-2.908306,715.348282
0.537,-6.817824,-2.66822,716.455139
0.538,-6.817824,-2.428155,715.993408
0.539,-6.738105,-2.508191,715.989838
0.54,-6.778377,-2.22817,716.476181
0.541,-7.020004,-2.468173,716.155151
0.542,-7.13972,-2.188132,717.9095
0.543,-7.220811,-2.188132,717.43692
0.544,-7.140269,-1.988148,718.864182
0.545,-7.341626,-1.908133,718.554993
0.546,-7.502436,-1.788101,718.876373
0.547,-7.582429,-1.868114,718.566193
0.548,-7.744063,-1.988127,718.098572
0.549,-7.985417,-1.828182,718.889206
0.55,-7.94542,-1.868178,718.422668
0.551,-8.06596,-1.828182,718.902679
0.552,-8.146776,-1.788164,718.268158
0.553,-8.468124,-1.988211,719.546814
0.554,-8.468947,-1.948236,719.072128
0.555,-8.66948,-1.948236,718.916489
0.556,-8.870288,-1.98819,719.08577
0.557,-9.110817,-1.908238,717.822723
0.558,-9.312173,-1.948151,718.138016
0.559,-9.392716,-2.148303,718.626511
0.56,-9.433262,-2.268293,718.781647
0.561,-9.91487,-2.22836,718.156723
0.562,-9.754334,-2.108285,718.7948
0.563,-10.156224,-2.068267,718.63916
0.564,-10.157322,-2.188279,718.007935
0.565,-10.318407,-2.348351,717.059036
0.566,-10.558388,-2.46832,717.542282
0.567,-10.800016,-2.1883,716.441345
0.568,-10.639479,-2.428364,716.12262
0.569,-11.001646,-2.428281,717.246758
0.57,-11.241627,-2.668303,716.9272
0.571,-11.161359,-2.548313,715.980431
0.572,-11.442983,-2.428281,716.137718
0.573,-11.483529,-2.628306,715.995865
0.574,-11.804876,-2.58831,715.362556
0.575,-12.045955,-2.588351,715.21479
0.576,-12.006232,-2.508358,716.004074
0.577,-12.24786,-2.468361,715.847794
0.578,-12.48839,-2.348288,714.906738
0.579,-12.407573,-2.708385,715.22348
0.58,-12.849734,-2.548334,714.594124
0.581,-12.929728,-2.828395,714.754036
0.582,-12.648103,-2.508379,713.80629
0.583,-13.170532,-2.508338,715.080154
0.584,-12.971096,-2.78842,714.288681
0.585,-13.090813,-2.508316,713.185936
0.586,-13.291895,-2.548376,713.185081
0.587,-13.291895,-2.748402,713.189568
0.588,-13.372163,-2.548355,713.044563
0.589,-13.331892,-2.78842,713.828445
0.59,-13.573244,-2.628391,712.567062
0.591,-13.532699,-2.868413,713.200859
0.592,-13.653513,-2.5084,711.305664
0.593,-13.573244,-2.5084,710.516998
0.594,-13.854046,-2.82848,710.52063
0.595,-13.652415,-2.668471,710.512039
0.596,-13.612143,-2.828459,711.160675
0.597,-13.693235,-2.868519,711.319298
0.598,-13.733781,-2.66845,710.836548
0.599,-13.893768,-2.548439,709.58075
0.6,-13.692961,-2.58852,710.527046
0.601,-13.653238,-2.628495,710.541
0.602,-13.692961,-2.628495,710.540169
0.603,-13.733507,-2.628538,711.008827
0.604,-13.332715,-2.628475,711.332947
0.605,-13.613241,-2.548502,711.007843
0.606,-13.532974,-2.428533,709.906036
0.607,-13.331617,-2.388515,708.963867
0.608,-13.291346,-2.668534,710.543625
0.609,-12.849185,-2.428533,711.185005
0.61,-13.291071,-2.388515,709.119652
0.611,-13.130535,-2.228464,710.70388
0.612,-13.089715,-2.268545,708.809982
0.613,-13.009447,-2.388577,710.232445
0.614,-13.089989,-2.268566,710.389313
0.615,-13.009721,-2.268566,710.392082
0.616,-12.647828,-2.34858,709.766006
0.617,-12.688374,-1.988504,711.030205
0.618,-12.447295,-1.948549,711.187637
0.619,-12.727548,-1.988546,709.447784
0.62,-12.567012,-1.868535,710.708344
0.621,-12.366204,-1.868598,711.349724
0.622,-12.205668,-1.62849,711.507202
0.623,-12.084579,-1.428486,710.4011
0.624,-12.165397,-1.508437,710.40538
0.625,-11.924318,-1.428528,710.564194
0.626,-12.165122,-1.508521,711.032974
0.627,-11.844324,-1.428507,710.565186
0.628,-11.884046,-1.628554,711.194038
0.629,-11.602148,-1.188525,711.98288
0.63,-11.522977,-1.228459,710.4105
0.631,-11.401889,-1.38849,710.242188
0.632,-11.362441,-1.148445,710.092453
0.633,-11.361343,-1.26854,709.773048
0.634,-11.481608,-1.26854,710.880257
0.635,-11.240804,-1.108532,710.410843
0.636,-11.040545,-1.068472,710.089005
0.637,-11.120813,-1.188525,710.248779
0.638,-11.080267,-1.068472,708.821365
0.639,-10.878911,-0.988542,709.784241
0.64,-10.759195,-0.948524,709.939568
0.641,-10.679201,-0.908547,709.939888
0.642,-10.759195,-0.788557,711.522827
0.643,-10.477845,-0.74856,710.886879
0.644,-10.639204,-0.708543,709.30722
0.645,-10.598934,-0.988584,710.252884
0.646,-10.438123,-0.668588,711.522804
