BioWare Version 5.3.2.9 Export,,,
Device:,Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901),Force Plate 1 9281CA (SN>616901)
0.128,0.746441,2.710289,707.174515
0.129,0.465914,2.750202,707.163338
0.13,0.666173,2.750265,705.907043
0.131,0.906154,2.67025,707.16153
0.132,0.865882,2.550197,707.166962
0.133,0.705346,2.750244,708.270058
0.134,0.986696,2.630211,707.002609
0.135,0.905605,2.830258,707.948883
0.136,0.825611,2.590194,705.104095
0.137,1.146684,2.750286,707.003403
0.138,0.785889,2.630211,705.885506
0.139,0.82616,2.950312,706.677963
0.14,0.865333,2.870276,706.834633
0.141,1.066141,2.750223,704.616409
0.142,1.066415,2.670272,705.404251
0.143,0.785065,2.790304,706.510139
0.144,1.066415,2.790283,703.98719
0.145,1.146684,2.550218,705.250389
0.146,0.905605,2.790283,704.923805
0.147,1.146409,2.830321,704.608521
0.148,1.146134,2.830301,704.606079
0.149,1.065866,2.470183,705.235939
0.15,1.14586,2.670272,705.232979
0.151,1.2664,2.870276,705.550232
0.152,1.426387,3.030306,706.020676
0.153,1.064494,2.630254,706.334953
0.154,1.225854,2.750202,705.387039
0.155,1.225305,2.830258,705.071922
0.156,1.064494,2.830237,705.071953
0.157,1.185033,2.670187,705.219383
0.158,1.024497,2.710205,704.594742
0.159,1.224756,2.630169,705.540405
0.16,1.505832,2.510095,704.90773
0.161,1.145311,2.790199,705.064201
0.162,1.305298,2.630191,705.696564
0.163,1.145037,2.750244,704.578484
0.164,1.064219,2.550176,703.791626
0.165,1.104491,3.070218,704.738441
0.166,1.385567,2.830258,705.841064
0.167,1.103667,2.950207,704.733009
0.168,1.345021,2.670187,704.420044
0.169,1.143664,2.630211,703.465691
0.17,1.144213,2.870234,704.8946
0.171,1.265302,2.830174,705.371597
0.172,1.103393,2.870234,704.099014
0.173,1.063671,2.710184,704.737442
0.174,1.104765,2.990225,704.413307
0.175,1.304201,2.950186,704.24913
0.176,1.465011,2.91021,703.932701
0.177,1.344472,2.870234,704.093964
0.178,1.666093,2.910189,703.935837
0.179,1.665544,3.19023,704.876175
0.18,1.426387,3.030306,703.296913
0.181,1.706639,3.150254,704.873077
0.182,1.426112,3.310241,703.135162
0.183,1.505832,3.470292,703.921875
0.184,1.667191,3.430274,704.083466
0.185,1.546926,3.350322,704.712341
0.186,1.787181,3.670318,705.505615
0.187,2.068806,3.6303,704.558807
0.188,2.029084,3.870302,705.823853
0.189,1.988813,4.030352,706.293777
0.19,2.06908,4.430383,705.029587
0.191,2.1488,4.390365,705.187393
0.192,2.029358,4.47038,707.570618
0.193,1.987989,4.390408,705.982468
0.194,2.189345,4.550416,706.773911
0.195,2.189894,5.150473,708.039581
0.196,2.109901,4.870432,707.4048
0.197,2.109626,4.670365,707.724335
0.198,2.230166,4.670322,708.669632
0.199,2.229342,5.150389,708.355652
0.2,2.189345,4.950405,708.038605
0.201,2.230989,5.190407,708.678177
0.202,1.988813,5.310461,707.245331
0.203,2.190443,5.390454,707.876694
0.204,2.229891,5.190407,708.040909
0.205,2.069355,5.470448,708.517929
0.206,2.230166,5.590354,708.67424
0.207,2.230715,5.710512,708.671127
0.208,2.47097,5.790464,710.091644
0.209,2.029633,5.750467,708.04274
0.21,2.269888,5.950493,708.9841
0.211,2.430973,5.870457,709.788345
0.212,2.229891,6.070526,709.310852
0.213,2.149898,5.990448,711.058472
0.214,2.390976,5.910454,709.315765
0.215,2.06963,5.950451,709.311005
0.216,2.149074,5.910413,710.107925
0.217,2.109077,5.950431,709.159271
0.218,2.029084,6.070421,708.683304
0.219,2.309885,5.950409,710.583084
0.22,2.06908,5.870437,709.634003
0.221,1.829374,6.150498,708.846848
0.222,2.028809,5.990469,710.427399
0.223,1.8291,5.830419,709.003159
0.224,1.8291,6.030529,709.320084
0.225,1.949913,6.070442,710.595901
0.226,1.749106,6.15052,710.438095
0.227,2.149623,6.030508,709.011673
0.228,1.828825,5.8705,710.115463
0.229,1.788828,5.710471,710.436783
0.23,1.788828,5.950493,710.115112
0.231,1.869096,5.950515,709.330566
0.232,1.666642,5.750426,710.922485
0.233,1.587746,5.710512,711.072723
0.234,1.70856,5.750467,711.238251
0.235,1.588021,5.630456,709.968964
0.236,1.507753,5.510423,709.817429
0.237,1.467207,5.510466,710.764725
0.238,1.306671,5.590501,711.565521
0.239,1.386665,5.550483,711.719864
0.24,1.025321,5.390496,710.782608
0.241,1.065866,5.510466,711.568481
0.242,0.86451,5.630519,709.981796
0.243,0.824788,5.550525,709.67244
0.244,0.784516,5.470489,710.302292
0.245,0.864784,5.51057,709.518387
0.246,0.503441,5.470531,709.356476
0.247,0.423172,5.310481,711.893753
0.248,0.183192,5.230488,710.787201
0.249,0.223737,5.590522,710.786514
0.25,0.022381,5.310607,711.269104
0.251,-0.097884,5.110497,709.847641
0.252,-0.178701,5.030566,710.153656
0.253,-0.258969,5.070521,710.47702
0.254,-0.137606,5.030462,710.48455
0.255,-0.419231,4.990549,710.166824
0.256,-0.37896,4.830498,709.851555
0.257,-0.499499,4.630451,708.896698
0.258,-0.659761,4.670448,709.688133
0.259,-0.459228,4.390408,709.229546
0.26,-0.820571,4.310393,709.381424
0.261,-0.419505,4.190403,710.171738
0.262,-0.740029,4.2304,709.53643
0.263,-0.700306,4.35039,709.223099
0.264,-0.740029,3.910361,707.638542
0.265,-0.739754,4.150427,709.233971
0.266,-0.700581,4.070391,709.388634
0.267,-0.660035,4.070391,709.071548
0.268,-0.740578,3.990376,710.659714
0.269,-0.860568,3.750353,707.970596
0.27,-0.819474,3.990397,708.913246
0.271,-1.100824,3.870364,707.658119
0.272,-1.140272,3.9504,708.920998
0.273,-1.101647,4.150448,707.962723
0.274,-1.181366,4.190445,709.081062
0.275,-0.980559,3.910382,708.293053
0.276,-1.100824,3.950442,710.02919
0.277,-1.221089,3.830368,708.922943
0.278,-1.221089,3.830347,707.343796
0.279,-1.461618,4.070412,709.56266
0.28,-1.462167,3.870386,708.139694
0.281,-1.462167,3.870428,708.781082
0.282,-1.582981,4.11043,710.041145
0.283,-1.50189,3.870428,709.422638
0.284,-1.622429,3.950463,709.738037
0.285,-1.38135,4.030436,710.047226
0.286,-1.661603,3.910467,708.781731
0.287,-1.742694,3.910445,709.263817
0.288,-1.782416,3.99046,708.788811
0.289,-1.701874,3.75048,710.691406
0.29,-1.702148,3.71044,711.008629
0.291,-1.701874,3.790434,710.69072
0.292,-1.62188,4.03052,711.645065
0.293,-1.581883,3.790476,710.536552
0.294,-1.621057,3.990523,710.697937
0.295,-1.822413,3.990502,711.490891
0.296,-1.701599,3.950526,711.015518
0.297,-1.742145,3.950505,711.170357
0.298,-1.661054,3.710462,710.385307
0.299,-1.862959,3.830452,711.340462
0.3,-1.982401,3.790476,709.913872
0.301,-1.982949,3.830493,711.022079
0.302,-1.942678,3.790497,710.395973
0.303,-2.103763,3.75048,711.507133
0.304,-2.304022,3.910508,709.290894
0.305,-2.183208,3.870491,710.395317
0.306,-2.223754,4.110514,711.35112
0.307,-2.303199,3.59045,710.243256
0.308,-2.263202,3.790539,709.935196
0.309,-2.423738,3.790497,709.456253
0.31,-2.263202,3.950547,709.931274
0.311,-2.463735,3.790497,710.569839
0.312,-2.263476,3.870491,710.728142
0.313,-2.584,3.430441,709.136688
0.314,-2.465107,3.7505,711.040115
0.315,-2.22293,3.390508,711.04406
0.316,-2.303747,3.510477,709.940285
0.317,-2.545101,3.350512,709.78183
0.318,-2.464284,3.310451,710.737511
0.319,-2.343744,3.590492,711.047798
0.32,-2.74481,3.270496,711.529449
0.321,-2.464558,3.230395,711.053421
0.322,-2.263476,3.270476,709.793663
0.323,-2.424561,3.110446,711.531876
0.324,-2.344293,3.190482,711.694946
0.325,-2.585097,3.150401,710.585754
0.326,-2.384565,3.07045,712.167358
0.327,-2.585372,2.830426,712.010208
0.328,-2.264025,2.950417,711.706596
0.329,-2.344293,2.790429,711.06736
0.33,-2.224303,2.670418,711.706902
0.331,-2.344842,2.830468,712.024643
0.332,-2.385662,2.990518,713.132339
0.333,-2.264848,2.630463,712.03334
0.334,-2.345116,2.630463,713.13282
0.335,-2.464833,2.710498,712.037926
0.336,-2.343744,2.750537,712.195068
0.337,-2.464833,2.430521,711.720367
0.338,-2.385113,2.550511,712.203613
0.339,-2.42511,2.630526,713.467819
0.34,-2.66564,2.230494,711.257149
0.341,-2.58647,2.550532,712.203262
0.342,-2.385388,2.230557,711.413933
0.343,-2.865899,2.030468,711.738907
0.344,-2.745908,2.230515,711.583427
0.345,-2.546198,2.310509,711.111656
0.346,-2.666463,2.070528,712.695221
0.347,-2.465656,2.150543,711.751411
0.348,-2.947265,1.750449,711.433327
0.349,-2.70646,1.950559,711.75351
0.35,-2.786454,1.95058,712.553177
0.351,-2.947265,1.710557,712.231033
0.352,-2.947814,2.11063,711.450233
0.353,-2.827274,2.110609,711.611641
0.354,-3.10835,1.870586,712.401093
0.355,-3.147523,2.030657,712.406883
0.356,-3.148072,1.910583,712.253822
0.357,-3.147798,1.670497,711.305077
0.358,-3.068078,1.830568,712.095207
0.359,-3.509141,1.670602,713.045753
0.36,-3.228615,1.710619,712.422951
0.361,-3.389151,1.670602,710.843506
0.362,-3.709949,1.630626,711.480087
0.363,-3.870485,1.790613,711.962677
0.364,-3.871034,1.670623,710.856445
0.365,-3.790491,1.670623,710.860558
0.366,-3.830488,1.790676,711.181885
0.367,-3.99075,1.790613,711.34626
0.368,-4.312646,1.510573,710.717041
0.369,-4.674264,1.670665,711.509644
0.37,-4.472359,1.910666,711.828224
0.371,-4.954791,1.630647,711.841164
0.372,-4.753983,1.550653,710.573532
0.373,-5.114229,1.790718,710.417366
0.374,-4.954516,1.430705,713.114067
0.375,-5.276138,1.63071,710.899796
0.376,-5.43585,1.590692,710.749191
0.377,-5.395305,1.630731,710.274651
0.378,-5.636383,1.750721,711.071846
0.379,-5.79692,1.79074,710.760185
0.38,-5.837191,1.630731,709.015854
0.381,-5.917185,1.750721,710.924255
0.382,-6.037724,1.830841,710.448227
0.383,-6.278528,1.630752,711.091904
0.384,-6.439888,1.630794,710.140312
0.385,-6.238531,1.590734,710.14344
0.386,-6.479336,1.510782,709.67926
0.387,-6.519333,1.590797,709.832458
0.388,-6.599601,1.27076,708.72702
0.389,-6.800408,1.310861,709.525726
0.39,-6.800134,1.270802,710.320946
0.391,-6.880676,1.11073,708.898621
0.392,-7.040664,1.230825,710.00946
0.393,-7.08066,1.070838,710.803017
0.394,-7.401733,1.19085,709.230446
0.395,-7.521174,1.150874,709.388405
0.396,-7.361187,0.990866,709.236351
0.397,-7.441181,1.070859,708.277916
0.398,-7.561995,0.830857,707.648346
0.399,-7.963335,0.990866,708.11879
0.4,-7.963335,0.710866,707.657906
0.401,-7.803348,0.95089,708.767891
0.402,-8.0836,0.910914,707.5037
0.403,-7.922515,1.030862,707.033913
0.404,-8.243862,1.150958,706.560684
0.405,-8.284133,1.190934,706.567894
0.406,-8.162496,1.27099,704.670074
0.407,-8.123597,1.470953,705.781036
0.408,-8.163045,1.351026,704.359398
0.409,-8.443572,1.311029,704.041985
0.41,-8.404673,1.430978,704.197647
0.411,-8.483843,1.351026,704.519661
0.412,-8.483294,1.551031,703.100456
0.413,-8.523016,1.470995,703.257225
0.414,-8.604108,1.671021,704.210274
0.415,-8.683827,1.43104,702.315399
0.416,-8.64383,1.671021,702.640678
0.417,-8.684101,1.711081,702.312126
0.418,-8.563562,1.751057,700.103584
0.419,-8.603559,1.751015,702.47892
0.42,-8.602186,1.791075,701.210114
0.421,-8.683004,1.751057,700.896004
0.422,-8.521919,1.871089,701.530159
0.423,-8.603559,1.871068,701.532654
0.424,-8.561915,1.951062,698.679619
0.425,-8.482471,1.99108,699.47831
0.426,-8.523016,2.191127,700.425774
0.427,-8.361382,2.311181,698.527725
0.428,-8.240568,1.791033,697.581604
0.429,-8.161124,2.031119,699.16156
0.43,-8.281114,2.111113,698.05204
0.431,-8.120303,2.311138,698.528725
0.432,-8.200846,2.471147,698.221008
0.433,-8.160026,2.511185,697.109535
0.434,-7.759509,2.511227,696.797363
0.435,-7.999215,2.311118,697.118408
0.436,-7.718688,2.551162,697.745483
0.437,-7.638146,2.671215,697.905251
0.438,-7.558152,2.751209,696.804787
0.439,-7.317348,2.711296,698.062881
0.44,-7.437887,2.671278,697.118225
0.441,-7.47761,2.631176,696.953049
0.442,-7.477884,2.631197,696.333015
0.443,-7.397341,2.671257,696.324791
0.444,-7.276802,2.791247,695.851257
0.445,-7.477335,2.671173,696.801155
0.446,-7.07572,2.791226,695.694923
0.447,-7.035998,2.871283,695.855362
0.448,-6.875462,2.991252,697.757957
0.449,-6.795742,2.951256,696.807892
0.45,-6.754922,3.271356,697.286224
0.451,-6.594386,3.111285,697.278816
0.452,-6.634657,3.431323,696.169502
0.453,-6.394402,3.391347,697.594109
0.454,-6.354131,3.231275,697.284065
0.455,-6.313585,3.431323,696.967163
0.456,-6.273862,3.191258,697.597572
0.457,-6.112503,3.27123,697.441101
0.458,-5.872247,3.551313,697.599541
0.459,-5.872247,3.59131,698.871117
0.46,-5.912793,3.431281,698.076248
0.461,-5.831702,3.591289,697.758339
0.462,-5.511178,3.671303,697.131538
0.463,-5.550901,3.791315,698.233536
0.464,-5.67144,3.511211,699.034515
0.465,-5.350917,3.55125,698.869171
0.466,-5.14956,3.911347,698.402863
0.467,-5.150109,3.831333,699.668159
0.468,-5.230377,3.871245,698.717262
0.469,-5.189831,4.031275,699.98069
0.47,-4.869033,4.191262,701.094589
0.471,-4.828213,3.991299,700.618752
0.472,-5.02957,4.391288,700.612984
0.473,-4.990396,4.151244,701.250427
0.474,-4.6685,4.11131,702.361755
0.475,-4.628229,4.191262,701.891968
0.476,-4.467967,4.551338,701.572777
0.477,-4.6685,4.51132,702.200027
0.478,-4.628778,4.631311,701.581154
0.479,-4.467967,4.5113,703.636475
0.48,-4.588781,4.311274,701.889381
0.481,-4.909854,4.511363,703.479996
0.482,-4.709046,4.511342,703.791328
0.483,-4.82986,4.471366,704.738426
0.484,-4.830409,4.67135,705.058594
0.485,-4.870406,4.391288,704.747925
0.486,-4.910677,4.711326,706.016403
0.487,-5.070939,4.671371,705.697998
0.488,-4.912049,4.471303,706.97094
0.489,-4.790961,4.671329,707.445145
0.49,-4.830958,4.591314,707.281479
0.491,-5.071762,4.631269,707.438728
0.492,-5.072037,4.711409,708.866302
0.493,-5.072037,4.671371,708.226585
0.494,-5.112308,4.711326,709.185371
0.495,-5.673636,4.631395,709.030182
0.496,-5.31339,4.431327,710.292755
0.497,-5.553645,4.711431,708.552834
0.498,-5.674459,4.631395,711.247078
0.499,-5.754727,4.551359,711.242134
0.5,-5.99608,4.551443,711.087173
0.501,-5.835544,4.471429,712.509796
0.502,-5.836093,4.231322,710.447578
0.503,-6.116071,4.231447,712.032928
0.504,-6.076623,4.271424,711.561508
0.505,-6.197711,4.111436,712.665604
0.506,-6.116894,4.0314,713.459534
0.507,-6.277979,3.991362,713.140663
0.508,-6.277979,4.031358,713.146416
0.509,-6.518509,3.671345,711.70694
0.51,-6.599326,3.871329,714.565437
0.511,-6.639598,3.671324,714.722412
0.512,-6.559055,3.711426,715.990891
0.513,-6.800683,3.831374,715.669998
0.514,-6.599326,3.551292,715.036163
0.515,-6.719866,3.591414,714.091537
0.516,-6.920948,3.431343,715.189392
0.517,-6.840954,3.471319,715.503639
0.518,-6.880402,3.551355,715.508087
0.519,-7.041487,3.311395,714.877876
0.52,-7.201749,3.311332,714.87381
0.521,-7.202298,3.031291,715.181519
0.522,-7.241746,3.231339,714.551437
0.523,-7.12203,2.991189,717.08181
0.524,-7.081209,3.031312,715.970131
0.525,-7.161752,2.871304,715.342239
0.526,-7.162301,2.831286,715.650108
0.527,-7.121206,2.711211,715.647797
0.528,-7.161752,2.671215,715.644333
0.529,-6.96067,2.351198,714.527298
0.53,-7.000941,2.391153,713.259171
0.531,-7.041487,2.311118,713.261116
0.532,-7.081758,2.15113,713.093307
0.533,-7.081209,2.111134,714.198555
0.534,-6.880127,2.111134,713.875732
0.535,-6.799585,1.83103,713.081131
0.536,-6.920124,1.59107,712.601997
0.537,-6.599052,1.751078,713.07489
0.538,-6.680692,1.911065,711.651299
0.539,-6.518784,1.631046,712.588394
0.54,-6.478512,1.311029,711.477547
0.541,-6.478512,1.59107,711.953896
0.542,-6.27743,1.470974,711.152588
0.543,-6.357973,1.511034,711.63092
0.544,-6.357973,1.231014,710.200043
0.545,-6.077721,1.231014,709.560654
0.546,-5.996629,1.231014,710.980972
0.547,-5.87609,1.230994,710.818451
0.548,-5.755551,1.350984,709.390053
0.549,-5.835544,1.270969,708.59169
0.55,-5.595289,1.230909,710.961441
0.551,-5.554469,1.230951,709.068214
0.552,-5.514746,1.11094,709.210258
0.553,-5.595014,1.110898,708.741158
0.554,-5.393932,1.310903,709.532288
0.555,-5.112857,1.270906,708.728325
0.556,-5.152854,1.11094,707.936234
0.557,-5.233396,1.51095,709.356567
0.558,-4.911775,1.390897,706.659706
0.559,-4.912598,1.430915,706.502098
0.56,-4.952321,1.270864,706.652496
0.561,-4.831507,1.430893,706.962814
0.562,-4.831507,1.110835,706.325211
0.563,-4.55098,1.190787,706.161507
0.564,-4.589879,1.390792,706.159538
0.565,-4.429617,1.430851,705.524269
0.566,-4.348526,1.510782,704.729691
0.567,-4.108819,1.470786,705.673836
0.568,-4.109094,1.590755,705.506683
0.569,-3.947734,1.470765,704.553017
0.57,-3.748024,1.830799,705.351357
0.571,-3.827744,1.590713,705.340523
0.572,-3.546943,1.510698,704.221497
0.573,-3.425854,1.710662,704.694588
0.574,-3.144779,1.630689,704.061745
0.575,-3.385857,1.790718,704.37027
0.576,-2.984242,1.790698,705.475525
0.577,-2.78316,1.830652,704.518219
0.578,-2.783435,1.710619,704.353859
0.579,-2.38182,1.550591,704.667969
0.58,-2.341274,1.590566,703.077026
0.581,-2.140467,1.670623,704.977188
0.582,-1.699129,1.67056,702.59343
0.583,-1.578864,1.630542,703.220055
0.584,-1.699678,1.750554,704.021393
0.585,-1.298063,1.390477,703.216949
0.586,-1.298338,1.630458,703.845657
0.587,-1.137527,1.75047,703.046501
0.588,-0.895625,1.710577,704.318901
0.589,-0.615373,2.030489,704.477554
0.59,-0.495108,2.190581,705.580658
0.591,-0.374843,2.190497,704.144539
0.592,-0.133489,2.230515,705.881287
0.593,-0.134313,2.550511,704.618614
0.594,-0.133489,2.670501,704.143578
0.595,0.027047,2.950542,705.398705
0.596,0.147586,2.950542,704.29184
0.597,0.147586,3.11055,705.233208
0.598,0.388116,2.9505,705.545532
0.599,0.549201,3.070553,706.342896
0.6,0.589198,2.990497,706.962601
0.601,0.708914,3.270517,706.80909
0.602,0.829728,3.190503,706.490837
0.603,0.909721,3.310472,705.694794
0.604,0.748636,3.35049,705.21846
0.605,1.029987,3.51052,706.957207
0.606,0.950267,3.310535,707.425728
0.607,1.189974,3.430505,707.426483
0.608,1.06916,3.470502,706.16066
0.609,1.270242,3.670465,706.785439
0.61,1.230245,3.630489,707.575447
0.611,0.908624,3.630489,706.153961
0.612,1.230245,3.7505,707.728134
0.613,1.189974,3.750458,706.933067
0.614,1.511046,3.790455,705.664154
0.615,1.109706,3.630447,706.298462
0.616,1.430504,3.830493,706.930969
0.617,1.270516,3.910425,705.495834
0.618,1.551043,3.710378,706.76693
0.619,1.631311,3.950505,707.230324
0.62,1.39133,3.750437,705.806351
0.621,1.511321,3.870491,707.226212
0.622,1.631037,3.830431,706.273354
0.623,1.510772,3.750396,705.319328
0.624,1.631311,3.870364,707.064995
0.625,1.75185,4.110471,706.737869
0.626,2.032926,3.910404,706.427711
0.627,1.912112,4.150427,707.046425
0.628,2.032926,3.990397,706.100632
0.629,1.871292,4.110367,706.41655
0.63,2.112371,4.110387,707.364182
0.631,1.831021,4.270417,706.887505
0.632,1.911838,4.110409,708.459717
0.633,1.791299,4.310393,707.829025
0.634,2.031828,4.430383,708.616371
0.635,1.911838,4.590434,708.780273
0.636,1.831295,4.390408,708.143517
0.637,1.911014,4.470423,708.456436
0.638,2.111822,4.59035,708.300308
0.639,1.95156,4.790418,709.24382
0.64,1.790475,4.910408,707.821487
0.641,1.791299,4.910408,709.080132
0.642,1.911838,4.950426,707.337288
0.643,1.871841,5.110414,707.021507
0.644,1.951011,5.110392,708.281754
0.645,1.991008,5.030356,709.868141
0.646,2.112371,5.430451,708.758789
0.647,2.312355,5.390412,709.223633
0.648,1.751027,5.390454,708.597717
0.649,1.911014,5.710429,708.908066
0.65,2.272907,5.750489,710.488846
0.651,2.191815,5.790464,708.749939
0.652,2.031828,5.990448,710.176041
0.653,1.911289,6.070463,710.805099
0.654,2.232361,6.190453,709.377502
0.655,2.153191,6.270426,708.432068
0.656,2.192639,6.270489,709.056992
0.657,2.112371,6.27051,710.012024
0.658,1.912112,6.470578,710.640747
0.659,2.192913,6.910564,710.952942
0.66,1.911563,6.470431,709.371155
0.661,2.11292,6.710517,709.210892
0.662,1.872115,6.670458,709.528168
0.663,2.192913,7.030533,709.207779
0.664,2.072923,7.150503,708.259674
0.665,2.152642,7.270556,709.848999
0.666,2.272907,7.150525,709.679688
0.667,2.193737,7.310554,710.62204
0.668,2.313453,7.510516,709.200043
0.669,2.233185,7.590615,709.832245
0.67,2.193188,7.590552,708.883987
0.671,2.23291,7.830595,708.572678
0.672,2.112645,8.03056,709.988907
0.673,2.312629,8.230627,709.674469
0.674,2.232636,8.310579,709.517654
0.675,1.911289,8.430632,709.832474
0.676,1.83157,8.91072,708.407043
0.677,1.871018,9.030711,708.884338
0.678,1.912112,9.150764,709.35791
0.679,1.751027,9.470801,710.460724
0.68,1.510772,9.390745,708.878967
0.681,1.509948,9.630789,709.200455
0.682,1.469677,9.630789,708.408371
0.683,1.349687,10.110856,709.351379
0.684,1.349412,10.230867,709.192108
0.685,1.429406,10.110813,709.979599
0.686,1.469677,10.270843,709.823792
0.687,1.389683,10.230867,709.663681
0.688,1.308318,10.43083,709.507736
0.689,1.228873,10.550862,709.985229
0.69,1.469677,10.510824,710.772568
0.691,1.348314,10.710913,709.50296
0.692,1.14833,10.830903,710.141876
0.693,1.50885,10.350816,709.823654
